difficulty,question,pronunciation,answers,correct
필수기초단어,凍る·氷る,こおる,"① 얼다,얼어붙다","① 얼다,얼어붙다"
필수기초단어,国民,こくみん,"① 국민","① 국민"
필수기초단어,午後,ごご,"① 오후 (=동의어ひるすぎ)","① 오후 (=동의어ひるすぎ)"
필수기초단어,心,こころ,"① 마음\n② 느낌\n③ 의사,생각","① 마음\n② 느낌\n③ 의사,생각"
필수기초단어,午前,ごぜん,"① 오전","① 오전"
필수기초단어,答える,こたえる,"① 대답하다\n② 보답하다","① 대답하다\n② 보답하다"
필수기초단어,事,こと,"① 일,것\n② 사건,사실","① 일,것\n② 사건,사실"
필수기초단어,今年,ことし,"① 올해,금년","① 올해,금년"
필수기초단어,言葉,ことば,"① 말,언어\n② 단어","① 말,언어\n② 단어"
필수기초단어,こども·子ども·子供,こども,"① 아이,어린이\n② 자식,아들딸","① 아이,어린이\n② 자식,아들딸"
필수기초단어,断(わ)る·辞わる·謝わる,ことわる,"① 거절하다\n② 사퇴하다","① 거절하다\n② 사퇴하다"
필수기초단어,御飯,ごはん,"① 밥,식사","① 밥,식사"
필수기초단어,細かい,こまかい,"① 미세하다,섬세하다\n② 까다롭다","① 미세하다,섬세하다\n② 까다롭다"
필수기초단어,困る,こまる,"① 곤란하다\n② 시달리다","① 곤란하다\n② 시달리다"
필수기초단어,込む,こむ,"① 안에 넣다\n② 혼잡하다,붐비다  (=混<こ>む)","① 안에 넣다\n② 혼잡하다,붐비다  (=混<こ>む)"
필수기초단어,米,こめ,"① 쌀","① 쌀"
필수기초단어,怖い·恐い,こわい,"① 무섭다,두렵다\n② 위험하다","① 무섭다,두렵다\n② 위험하다"
필수기초단어,壊す·毀す,こわす,"① 파괴하다,고장내다\n② 상하게하다,망치다","① 파괴하다,고장내다\n② 상하게하다,망치다"
필수기초단어,今度,こんど,"① 이번\n② 이 다음","① 이번\n② 이 다음"
필수기초단어,最近,さいきん,"① 최근","① 최근"
필수기초단어,材料,ざいりょう,"① 재료\n② 원료,자재","① 재료\n② 원료,자재"
필수기초단어,探す·捜す,さがす,"① 찾다","① 찾다"
필수기초단어,魚,さかな,"① 물고기,생선","① 물고기,생선"
필수기초단어,先,さき,"① 앞\n② 선두,전방","① 앞\n② 선두,전방"
필수기초단어,咲く,さく,"① 꽃이 피다","① 꽃이 피다"
필수기초단어,差す,さす,"① (우산 등을)쓰다\n② 손을 앞으로 뻗다,내밀다","① (우산 등을)쓰다\n② 손을 앞으로 뻗다,내밀다"
필수기초단어,誘う,さそう,"① 권하다\n② 꾀다, 유혹하다","① 권하다\n② 꾀다, 유혹하다"
필수기초단어,雑誌,ざっし,"① 잡지","① 잡지"
필수기초단어,砂糖,さとう,"① 설탕","① 설탕"
필수기초단어,寂しい·淋しい,さびしい,"① 허전하다\n② 쓸쓸하다","① 허전하다\n② 쓸쓸하다"
필수기초단어,寒い,さむい,"① 춥다,차다","① 춥다,차다"
필수기초단어,皿,さら,"① 접시","① 접시"
필수기초단어,産業,さんぎょう,"① 산업","① 산업"
필수기초단어,残念,ざんねん,"① 분함,억울함\n② 유감스러움","① 분함,억울함\n② 유감스러움"
필수기초단어,散歩,さんぽ,"① 산보, 산책","① 산보, 산책"
필수기초단어,字,じ,"① 자,글자\n② 글씨","① 자,글자\n② 글씨"
필수기초단어,塩,しお,"① 소금\n② 짠맛의 정도,간","① 소금\n② 짠맛의 정도,간"
필수기초단어,叱る,しかる,"① 꾸짖다,야단치다","① 꾸짖다,야단치다"
필수기초단어,時間,じかん,"① 시간,때,시각","① 시간,때,시각"
필수기초단어,試験,しけん,"① 시험,테스트","① 시험,테스트"
필수기초단어,仕事·為事,しごと,"① 일\n② 직업,업무","① 일\n② 직업,업무"
필수기초단어,辞書,じしょ,"① 사서,사전","① 사서,사전"
필수기초단어,沈む,しずむ,"① 가라앉다\n② 지다","① 가라앉다\n② 지다"
필수기초단어,自然,しぜん,"① 자연\n② 자연스럽게","① 자연\n② 자연스럽게"
필수기초단어,下,した,"① 아래,밑\n② 아랫사람","① 아래,밑\n② 아랫사람"
필수기초단어,時代,じだい,"① 시대\n② 오래되어 낡은 모양·느낌 (ex. 시대극)","① 시대\n② 오래되어 낡은 모양·느낌 (ex. 시대극)"
필수기초단어,従う·順う·随う,したがう,"① 따르다,좇다","① 따르다,좇다"
필수기초단어,支度·仕度,したく,"① 채비,준비","① 채비,준비"
필수기초단어,親しい,したしい,"① 친하다,사이가 좋다\n② 가깝다","① 친하다,사이가 좋다\n② 가깝다"
필수기초단어,確り·聢り,しっかり,"① 단단히,꼭\n② 똑똑히\n③ 확고히","① 단단히,꼭\n② 똑똑히\n③ 확고히"
필수기초단어,実験,じっけん,"① 실험","① 실험"
필수기초단어,質問,しつもん,"① 질문","① 질문"
필수기초단어,失礼,しつれい,"① 실례,무례","① 실례,무례"
필수기초단어,死ぬ,しぬ,"① 죽다\n② 활동이 멈추다,자다","① 죽다\n② 활동이 멈추다,자다"
필수기초단어,暫く,しばらく,"① 잠깐\n② 오래간만,당분간","① 잠깐\n② 오래간만,당분간"
필수기초단어,自分,じぶん,"① 자기자신\n② 나,저","① 자기자신\n② 나,저"
필수기초단어,島·嶋,しま,"① 섬\n② 어떤 한정된 지역(세력 범위)","① 섬\n② 어떤 한정된 지역(세력 범위)"
필수기초단어,仕舞う·終う,しまう,"① 파하다\n② 치우다\n③ 간수하다","① 파하다\n② 치우다\n③ 간수하다"
필수기초단어,締(ま)る,しまる,"① 단단히 죄이다\n② 긴장하다\n③ 닫히다","① 단단히 죄이다\n② 긴장하다\n③ 닫히다"
필수기초단어,締める,しめる,"① 죄다\n② 조르다\n③ 매다\n④다잡다","① 죄다\n② 조르다\n③ 매다\n④다잡다"
필수기초단어,社会,しゃかい,"① 사회","① 사회"
필수기초단어,写真,しゃしん,"① 사진","① 사진"
필수기초단어,邪魔,じゃま,"① 방해,장애\n② 실례 (방문) 하다","① 방해,장애\n② 실례 (방문) 하다"
필수기초단어,自由,じゆう,"① 자유","① 자유"
필수기초단어,習慣,しゅうかん,"① 습관,관습","① 습관,관습"
필수기초단어,住所·住処,じゅうしょ,"① 주소 (=동의어アドレス)","① 주소 (=동의어アドレス)"
필수기초단어,じゅうぶん·十分·充分,じゅうぶん,"① 충분히,십분","① 충분히,십분"
필수기초단어,重要,じゅうよう,"① 중요","① 중요"
필수기초단어,出発,しゅっぱつ,"① 출발","① 출발"
필수기초단어,趣味,しゅみ,"① 취미,취향\n② 멋,정취","① 취미,취향\n② 멋,정취"
필수기초단어,紹介,しょうかい,"① 소개","① 소개"
필수기초단어,商業,しょうぎょう,"① 상업","① 상업"
필수기초단어,上手,じょうず,"① 하는 일이 능숙함\n② 솜씨가 좋음","① 하는 일이 능숙함\n② 솜씨가 좋음"
필수기초단어,食事,しょくじ,"① 식사","① 식사"
필수기초단어,食堂,しょくどう,"① 식당","① 식당"
필수기초단어,調べる,しらべる,"① 조사하다\n② 연구하다\n③ 찾다","① 조사하다\n② 연구하다\n③ 찾다"
필수기초단어,知る,しる,"① 알다","① 알다"
필수기초단어,白い,しろい,"① 희다","① 희다"
필수기초단어,信じる,しんじる,"① 믿다,신뢰하다","① 믿다,신뢰하다"
필수기초단어,親切·深切,しんせつ,"① 친절","① 친절"
필수기초단어,心配,しんぱい,"① 걱정,근심\n② 배려","① 걱정,근심\n② 배려"
필수기초단어,新聞,しんぶん,"① 신문","① 신문"
필수기초단어,図,ず,"① 그림\n② 도면,도형\n③ 모양","① 그림\n② 도면,도형\n③ 모양"
필수기초단어,随分,ずいぶん,"① 대단히,몹시\n② 충분히\n③ 너무함,고약함","① 대단히,몹시\n② 충분히\n③ 너무함,고약함"
필수기초단어,吸う,すう,"① 들이마시다\n② 빨아들이다","① 들이마시다\n② 빨아들이다"
필수기초단어,姿·相,すがた,"① 모양,모습\n② 형편,상태","① 모양,모습\n② 형편,상태"
필수기초단어,好き,すき,"① 좋아함\n② 내키는대로,마음대로","① 좋아함\n② 내키는대로,마음대로"
필수기초단어,過ぎる,すぎる,"① 지나다,통과하다\n② 끝나다\n③ 지나치다","① 지나다,통과하다\n② 끝나다\n③ 지나치다"
필수기초단어,直ぐ,すぐ,"① 즉시,바로\n② 곧음,똑바름 (=まっすぐ)","① 즉시,바로\n② 곧음,똑바름 (=まっすぐ)"
필수기초단어,少ない·尠い,すくない,"① 적다\n② 어리다,나이가 적다","① 적다\n② 어리다,나이가 적다"
필수기초단어,少し,すこし,"① 조금,약간 (=동의어ちょっと·わずか)","① 조금,약간 (=동의어ちょっと·わずか)"
필수기초단어,過(ご)す,すごす,"① (시간을) 소비하다\n③ 지내다,살아가다","① (시간을) 소비하다\n③ 지내다,살아가다"
필수기초단어,涼しい·凉しい,すずしい,"① 시원하다\n② 선선하다","① 시원하다\n② 선선하다"
필수기초단어,進む,すすむ,"① 나아가다\n② 진출하다","① 나아가다\n② 진출하다"
필수기초단어,進める,すすめる,"① 앞으로 나아가게 하다\n② 앞으로 움직이다","① 앞으로 나아가게 하다\n② 앞으로 움직이다"
필수기초단어,すっかり,すっかり,"① 아주,완전히,몽땅","① 아주,완전히,몽땅"
필수기초단어,ずっと,ずっと,"① 훨씬,매우\n② 쭉","① 훨씬,매우\n② 쭉"
필수기초단어,捨てる·棄てる,すてる,"① 버리다","① 버리다"
필수기초단어,素晴らしい,すばらしい,"① 훌륭하다,굉장하다","① 훌륭하다,굉장하다"
필수기초단어,総て·全て·凡て·都て,すべて,"① 전부, 모두, 전체","① 전부, 모두, 전체"
필수기초단어,滑る·辷る,すべる,"① 미끄러지다\n② 무심코 입을 잘못 놀리다","① 미끄러지다\n② 무심코 입을 잘못 놀리다"
필수기초단어,住む,すむ,"① 살다,거처하다","① 살다,거처하다"
필수기초단어,為る,する,"① 하다\n② …노릇을 하다\n③ …한 상태가 되다","① 하다\n② …노릇을 하다\n③ …한 상태가 되다"
필수기초단어,座る·坐る,すわる,"① 앉다\n② 어느 지위·자리를 이어받다","① 앉다\n② 어느 지위·자리를 이어받다"
필수기초단어,背,せ,"① 등\n② 뒤\n③ 키","① 등\n② 뒤\n③ 키"
필수기초단어,生活,せいかつ,"① 생활","① 생활"
필수기초단어,性質,せいしつ,"① 성질","① 성질"
필수기초단어,成績,せいせき,"① 성적","① 성적"
필수기초단어,生徒,せいと,"① 학생 (중·고교 학생)","① 학생 (중·고교 학생)"
필수기초단어,世界,せかい,"① 세계","① 세계"
필수기초단어,席,せき,"① 자리,좌석\n② 회장","① 자리,좌석\n② 회장"
필수기초단어,折角,せっかく,"① 모처럼\n② 애써,일부러","① 모처럼\n② 애써,일부러"
필수기초단어,説明,せつめい,"① 설명","① 설명"
필수기초단어,是非,ぜひ,"① 시비,옳고 그름\n② 꼭, 친히","① 시비,옳고 그름\n② 꼭, 친히"
필수기초단어,狭い,せまい,"① 좁다","① 좁다"
필수기초단어,世話,せわ,"① 도와 줌,보살핌\n② 폐,신세","① 도와 줌,보살핌\n② 폐,신세"
필수기초단어,先生,せんせい,"① 선생님, 스승","① 선생님, 스승"
필수기초단어,全然,ぜんぜん,"① 전혀\n② 온통,모조리","① 전혀\n② 온통,모조리"
필수기초단어,掃除,そうじ,"① 청소","① 청소"
필수기초단어,相談,そうだん,"① 상담,상의,의논","① 상담,상의,의논"
필수기초단어,育てる,そだてる,"① 키우다,기르다,양육하다","① 키우다,기르다,양육하다"
필수기초단어,卒業,そつぎょう,"① 졸업\n② 어떤 예정된 일을 끝냄","① 졸업\n② 어떤 예정된 일을 끝냄"
필수기초단어,外,そと,"① 밖,바깥,겉,외부","① 밖,바깥,겉,외부"
필수기초단어,側·傍,そば,"① 곁,옆","① 곁,옆"
필수기초단어,そら·空,そら,"① 하늘","① 하늘"
필수기초단어,大学生,だいがくせい,"① 대학생","① 대학생"
필수기초단어,大切,たいせつ,"① 중요\n② 귀중,소중","① 중요\n② 귀중,소중"
필수기초단어,大体,だいたい,"① 대체,줄거리\n② 대개,대다수","① 대체,줄거리\n② 대개,대다수"
필수기초단어,大底·大抵,たいてい,"① 대부분\n② 정도껏,적당히\n③ 정말,아주","① 대부분\n② 정도껏,적당히\n③ 정말,아주"
필수기초단어,台所,だいどころ,"① 부엌,주방","① 부엌,주방"
필수기초단어,代表,だいひょう,"① 대표","① 대표"
필수기초단어,大分,だいぶ,"① 상당히,어지간히,꽤 (=동의어よほど·かなり)","① 상당히,어지간히,꽤 (=동의어よほど·かなり)"
필수기초단어,大変,たいへん,"① 몹시,매우,대단히","① 몹시,매우,대단히"
필수기초단어,倒れる,たおれる,"① 쓰러지다\n② 자빠지다,넘어지다","① 쓰러지다\n② 자빠지다,넘어지다"
필수기초단어,高い,たかい,"① 높다\n② 위로 솟다\n③ 크다","① 높다\n② 위로 솟다\n③ 크다"
필수기초단어,沢山,たくさん,"① 많음\n② 충분함","① 많음\n② 충분함"
필수기초단어,タクシー,taxi,"① 택시","① 택시"
필수기초단어,出す,だす,"① 내다, 밖으로 내놓다\n② …하기 시작하다","① 내다, 밖으로 내놓다\n② …하기 시작하다"
필수기초단어,助ける,たすける,"① 구조하다,살리다\n② 돕다","① 구조하다,살리다\n② 돕다"
